R1;CUPS;Número (ID5);Póliza;Autoconsumo;CAU;Es servicios auxiliares;Coordenada X;Coordenada Y;Coordenada Z;Nudo;Provincia;Municipio;Parroquia/población;CT AA conectividad;Línea;Tramo;Fase;Tensión alimentación (kV);Tipo instalación (conexión);Pot. contratada (kW);Pot. máxima;Potencia instalada (adscrita) (kW);Tarifa;Tipo equipo medida;Fecha de instalación equipo de medida;Código CNAE;Casa cerrada;Fecha alta contrato;Fecha baja contrato;Observaciones;Coordenada X Z29;Coordenada Y Z29;Coordenada X Z31;Coordenada Y Z31;Sustituye a;Sustituido por;Inspección;CT AA manual;Excluido conectividad;Digitalizar;infra_id
R1-112;ES0157000050600391CV;KAM0020239451;50600391;;;;335637,355;4082848,04;433;0484421868LB368772938;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000444;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;15/07/2021 12:59;;;870449,98;4089330,689;-199680,495;4110106,332;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000050600404KF;(error consulta Clientes);50600404;;;;335687,355;4082830,04;438;0484365403LB368771403;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000436;;0,23;Fachada;0;;;;;;;;;;;870501,082;4089315,848;-199631,453;4110085,091;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000050601086GE;KAM0027613015;50601086;;;;335668,355;4082840,04;432;0484386928LB368772271;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000438;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870481,465;4089324,645;-199649,888;4110096,335;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000050601095MP;KAM0020239287;50601095;;;;335653,355;4082850,04;432;0484403967LB368773146;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000439;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;16/06/2022 11:16;;;870465,845;4089333,695;-199664,309;4110107,324;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000050601123YJ;KAM0019878175;50601123;;;;335684,355;4082831,04;438;0484368789LB368771488;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000437;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;15/07/2021 12:54;;;870498,021;4089316,658;-199634,4;4110086,286;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000050601328SB0F;KAM0027594318;50601328;;;;335578,356;4082874,05;425;0484488600LB368775178;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000467;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870389,381;4089352,97;-199738,061;4110136,185;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000050601577AF0F;14411656;50601577;;;;335590,356;4082871,05;425;0484475077LB368774929;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000465;;0,23;Fachada;3,45;;;;MEC;;9820;0;02/04/2013 8:04;;;870401,562;4089350,727;-199726,207;4110132,412;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051500642QW;KAM0020239459;51500642;;;;335476,355;4082728,05;440;0484599829LB368761846;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000580;;0,23;Fachada;2,3;;;2.0TD;SMT;;9820;0;10/06/2022 11:19;;;870296,633;4089200,641;-199849,708;4109996,12;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051501250LN;KAM0027594727;51501250;;;;335473,355;4082753,05;435;0484603736LB368764093;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000595;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870292,061;4089225,436;-199851,132;4110021,403;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051600686HL0F;KAM0026734007;51600686;;;;335545,355;4082700,05;451;0484521839LB368759443;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000798;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870367,352;4089177,001;-199782,231;4109963,636;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051600699LD;KAM0027594342;51600699;;;;335506,355;4082769,05;443;0484567073LB368765592;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000613;;0,23;Fachada;2,3;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870324,034;4089243,503;-199816,994;4110035,367;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051600700LX;KAM0026733798;51600700;;;;335507,355;4082767,05;445,88;0484565908LB368765414;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000615;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870325,159;4089241,568;-199816,118;4110033,297;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051600715CW;KAM0027613666;51600715;;;;335557,354;4082665,05;457;0484507623LB368756311;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000794;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;22/06/2022 18:33;;;870381,547;4089142,778;-199772,409;4109927,745;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051600716CA;KAM0026733857;51600716;;;;335561,354;4082659,04;457;0484503007LB368755777;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000783;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;11/05/2022 23:08;;;870385,922;4089137,023;-199768,776;4109921,459;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051600718CM0F;15974284;51600718;;;;335566,354;4082653,04;459;0484497270LB368755245;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000781;;0,23;Fachada;3,45;;;2.0TD;MEC;;9820;0;31/05/2021 21:58;;;870391,297;4089131,342;-199764,139;4109915,119;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051600914MV;KAM0027594431;51600914;;;;335549,355;4082693,05;456;0484517201LB368758820;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000799;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870371,79;4089170,257;-199778,66;4109956,356;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051601048BJ;KAM0027594699;51601048;;;;335562,354;4082670,04;457;0484502124LB368756770;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000785;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870386,229;4089148,079;-199767,074;4109932,436;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051601089JP;KAM0020239371;51601089;;;;335508,355;4082764,05;443;0484564722LB368765145;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000617;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870326,347;4089238,632;-199815,304;4110030,222;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051601122ZH;KAM0027612105;51601122;;;;335559,354;4082674,05;457;0484505575LB368757125;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000787;;0,23;Fachada;5,75;;;2.0TD;SMT;;9820;0;03/01/2022 12:48;;;870382,979;4089151,898;-199769,831;4109936,651;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051601154QG;KAM0027613740;51601154;;;;335555,354;4082677,05;457;0484510126LB368757388;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.T100000088;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870378,792;4089154,645;-199773,655;4109939,916;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051601230LB;(error consulta Clientes);51601230;;;;335530,355;4082719,05;450;0484539073LB368761129;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000797;;0,23;Fachada;0;;;;;;;;;;;870351,166;4089195,045;-199796,08;4109983,659;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051700726KD;KAM0027614080;51700726;;;;335502,355;4082670,05;446;0484569412LB368756665;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000533;;0,23;Fachada;2,3;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870326,267;4089144,313;-199827,295;4109936,255;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051700738KK;(error consulta Clientes);51700738;;;;335504,355;4082679,05;446;0484567365LB368757480;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000544;;0,23;Fachada;0;;;;;;;;;;;870327,699;4089153,434;-199824,716;4109945,161;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051701007XZ;KAM0019248320;51701007;;;;335529,354;4082633,05;456,055;0484538331LB368753379;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000779;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870355,578;4089109,036;-199802,545;4109897,404;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051800749TM;KAM0027612045;51800749;;;;335582,354;4082632,04;470;0484478870LB368753381;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000386;;0,23;Fachada;5,75;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870408,608;4089111,362;-199749,413;4109893,025;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051801017BC;KAM0026733852;51801017;;;;335545,354;4082635,05;454;0484520431LB368753587;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000775;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870371,442;4089112,041;-199786,359;4109898,396;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051900754RY;KAM0027614205;51900754;;;;335471,355;4082715,05;434;0484605155LB368760666;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000711;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870292,454;4089187,334;-199855,552;4109983,39;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051900764RQ0F;KAM0027612757;51900764;;;;335466,355;4082704,05;438;0484610523LB368759666;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000678;;0,23;Fachada;0;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870288,15;4089176,026;-199861,269;4109972,667;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051900766RH;KAM0027613813;51900766;;;;335461,355;4082701,05;438;0484616066LB368759387;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000674;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;04/08/2022 13:10;;;870283,342;4089172,713;-199866,478;4109969,973;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000051901145HY0F;KAM0027614259;51901145;;;;335496,355;4082720,05;440;0484577226LB368761160;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000810;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870317,124;4089193,904;-199830,142;4109986,821;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052000895PM;KAM0027613505;52000895;;;;335418,355;4082672,05;438;0484663661LB368756699;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000717;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870242,194;4089141,025;-199911,478;4109943,596;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601056CG;KAM0027594344;52601056;;;;335717,355;4082799,04;440;0484331086LB368768662;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000006;;0,23;Subterránea;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870533,015;4089286,755;-199603,31;4110052,072;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601057CM;KAM0027612806;52601057;;;;335717,355;4082799,04;440;0484331086LB368768662;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000006;;0,23;Subterránea;2,3;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870533,015;4089286,755;-199603,31;4110052,072;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601058CY;KAM0027594620;52601058;;;;335717,355;4082799,04;440;0484331086LB368768662;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000006;;0,23;Subterránea;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870533,015;4089286,755;-199603,31;4110052,072;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601059CF;KAM0019878425;52601059;;;;335717,355;4082799,04;440;0484331086LB368768662;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000006;;0,23;Subterránea;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870533,015;4089286,755;-199603,31;4110052,072;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601060CP;KAM0027594658;52601060;;;;335717,355;4082799,04;440;0484331086LB368768662;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000006;;0,23;Subterránea;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870533,015;4089286,755;-199603,31;4110052,072;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601065CJ;KAM0027612797;52601065;;;;335692,355;4082769,04;439,465;0484358474LB368765916;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000002;;0,23;Subterránea;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870509,919;4089255,2;-199630,307;4110023,548;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601068CQ;KAM0019878322;52601068;;;;335685,355;4082761,04;448;0484366151LB368765183;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D200000340;;0,23;Subterránea;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870503,426;4089246,764;-199637,841;4110015,963;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601069CV;KAM0027612593;52601069;;;;335685,355;4082761,04;448;0484366151LB368765183;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D200000340;;0,23;Subterránea;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870503,426;4089246,764;-199637,841;4110015,963;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601070CH;KAM0027613593;52601070;;;;335685,355;4082761,04;448;0484366151LB368765183;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D200000340;;0,23;Subterránea;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870503,426;4089246,764;-199637,841;4110015,963;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601071CL;KAM0019878430;52601071;;;;335702,355;4082781,04;441;0484347518LB368767014;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000004;;0,23;Subterránea;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870519,157;4089267,822;-199619,508;4110034,958;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601076KR;KAM0027612689;52601076;;;;335702,355;4082781,04;441;0484347518LB368767014;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000004;;0,23;Subterránea;2,3;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870519,157;4089267,822;-199619,508;4110034,958;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601084KD;KAM0027594322;52601084;;;;335702,355;4082781,04;441;0484347518LB368767014;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000004;;0,23;Subterránea;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870519,157;4089267,822;-199619,508;4110034,958;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601126TM0F;56215711;52601126;;;;335706,355;4082745,04;443;0484342253LB368763778;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.XX00000009;;0,38;Subterránea;2,771;;;3.0TD;MEC;;1071;0;04/01/2022 12:38;;;870525,42;4089232,096;-199617,779;4109998,571;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601162RH;KAM0027612452;52601162;;;;335702,355;4082781,04;441;0484347518LB368767014;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000004;;0,23;Subterránea;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870519,157;4089267,822;-199619,508;4110034,958;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601179WN0F;KAM0030989689;52601179;;;;335810,355;4082787,04;422;0484226526LB368767743;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000064;;0,23;Subterránea;4,6;;;2.0TD;SMT;;9820;0;18/01/2022 13:53;;;870626,712;4089280,616;-199510,728;4110034,123;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601181WZ;KAM0027612600;52601181;;;;335727,354;4082689,04;439;0484317489LB368758769;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000038;;0,23;Fachada;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870549,931;4089177,453;-199600,258;4109941,031;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601223GX;28734494;52601223;;;;335739,355;4082787,04;435;0484306153LB368767619;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000020;;0,23;Subterránea;5,75;;;2.0TD;MEC;;9820;0;19/09/2022 11:44;;;870555,756;4089276,147;-199581,99;4110038,631;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601228GS;11803449;52601228;;;;335773,355;4082791,04;421,668;0484268108LB368768039;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000046;;0,23;Subterránea;3,45;;;;MEC;;9820;0;04/10/2016 8:27;;;870589,484;4089282,285;-199547,611;4110040,487;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601252MQ0F;KAM0027612907;52601252;;;;335745,355;4082795,04;435;0484299597LB368768351;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000019;;0,23;Subterránea;4,6;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870561,249;4089284,52;-199575,46;4110046,28;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601279YC0F;KAM0019248370;52601279;;;;335747,355;4082798,04;435;0484297419LB368768624;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000017;;0,23;Subterránea;4,6;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870563,059;4089287,644;-199573,262;4110049,164;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601406ND;KAM0027594518;52601406;;;;335755,355;4082771,04;430;0484287862LB368766206;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000051;;0,23;Subterránea;4,6;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870572,754;4089261,164;-199566,947;4110021,556;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601453ZX0F;KAM0026733950;52601453;;;;335727,355;4082774,04;436;0484319329LB368766427;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000023;;0,23;Subterránea;3,45;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870544,582;4089262,4;-199594,86;4110026,345;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000052601723AG0F;KAM0029767044;52601723;;;;335717,354;4082732,04;443;0484329636LB368762626;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000030;;0,4;Fachada;1,6;;;3.0TD;SMT;;9820;0;10/09/2022 12:56;;;870537,231;4089219,796;-199607,565;4109984,824;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000054501611ZT0F;KAM0019878369;54501611;;;;335714,353;4082567,04;435,328;0484329428LB368747754;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D200000336;;0,23;Subterránea;4,6;;;2.0TD;SMT;;9820;0;31/05/2021 21:58;;;870544,616;4089054,71;-199621,052;4109819,405;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000055101548QM;KAM0027612448;55101548;;;;335593,354;4082681,04;464;0484467596LB368757815;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000389;;0,23;Fachada;4,6;;;2.0TD;SMT;;9820;0;20/07/2022 11:30;;;870416,518;4089161,024;-199735,261;4109941,508;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000055201464JD;KAM0027612594;55201464;;;;335745,355;4082758,04;426,353;0484298796LB368765017;Málaga;Ardales;;;112.LBT.D200000129;112.BTV.D100000055;;0,23;Subterránea;4,6;;;2.0TD;SMT;;9820;0;04/02/2022 10:42;;;870563,578;4089247,543;-199577,809;4110009,143;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010202054NF0F;;;;;;335529,355;4082800,047;443,223;0484541951LB368768425;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000649;;;Fachada;;;;;;;;;;;;870345,068;4089275,928;-199791,941;4110065,018;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010202082JN0F;;;;;;335508,355;4082671,046;447,402;0484562705LB368756766;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000552;;;Fachada;;;;;;;;;;;;870332,201;4089145,687;-199821,209;4109936,874;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000012002073MT0F;;;;;;335425,355;4082647,047;445,944;0484655268LB368754459;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000730;;;Fachada;;;;;;;;;;;;870250,763;4089116,478;-199906,04;4109918,055;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010202081JB0F;;;;;;335508,355;4082671,046;447,402;0484562705LB368756766;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000552;;;Fachada;;;;;;;;;;;;870332,201;4089145,687;-199821,209;4109936,874;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000011802075AX0F;;;;;;335544,354;4082633,045;458,456;0484521509LB368753405;Málaga;Ardales;;;112.LBT.D100000002;112.BTV.D100000776;;;Fachada;;;;;;;;;;;;870370,569;4089109,974;-199787,49;4109896,447;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010502097QS0F;;;;;;335790,042;4082796,317;419,966;0484249507LB368768543;Málaga;Ardales;;;112.LBT.D200000129;112.ACO.SG000691422;;;Subterránea;;;;;;;;;;;;870605,828;4089288,609;-199530,527;4110044,725;;;;CT28 DEPOSITO AGUA;;;
R1-112;ES0157000010602089VA0F;;;;;;335683,724;4082832,295;431,314;0484369523LB368771600;Málaga;Ardales;;;112.LBT.D200000129;112.ACO.SG000795034;S;;Fachada;;;;;;;;;;;;870497,312;4089317,873;-199634,954;4110087,585;;;;CT28 DEPOSITO AGUA;;;
